Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd,label
1509,16407.0,0.197,0.255,0.129,0.355,0.129,0.322,0.123,0.123,0.003,0.03,0.801,0.031,0.8,0.771,2.741,0.365,0.555,0.308,0.382,0.594,0.985,0.015,0.999,0.662,0.0,0.573,0.0,0.122,2.741,0.365,1.0,1.0,0.123,0.129,74.0,2.615,0.273,0.111,1.0,2
1546,16415.0,0.197,0.221,0.15,0.298,0.15,0.274,0.139,0.139,0.004,0.03,0.696,0.03,0.696,0.888,1.982,0.504,0.659,0.435,0.508,0.788,1.0,0.0,1.0,0.677,0.0,0.525,0.0,0.121,1.982,0.504,1.0,1.0,0.121,0.15,61.667,1.969,0.0,0.0,0.632,2
3758,16789.0,0.197,0.214,0.158,0.255,0.158,0.251,0.151,0.151,0.003,0.03,0.673,0.031,0.67,0.918,1.612,0.62,0.771,0.595,0.603,0.843,0.972,0.028,0.996,0.753,0.0,0.565,0.0,0.121,1.612,0.62,1.0,1.0,0.125,0.158,76.667,1.658,0.0,0.0,1.0,2
3698,16779.0,0.197,0.209,0.151,0.259,0.151,0.249,0.151,0.151,0.003,0.03,0.658,0.03,0.658,0.939,1.718,0.582,0.76,0.577,0.609,0.881,1.0,0.0,1.0,0.778,0.0,0.459,0.0,0.121,1.718,0.582,1.0,1.0,0.121,0.151,66.0,1.641,0.0,0.0,1.0,2
1193,16353.0,0.196,0.207,0.162,0.252,0.162,0.233,0.162,0.162,0.003,0.03,0.652,0.03,0.652,0.947,1.555,0.643,0.779,0.607,0.696,0.897,1.0,0.0,1.0,0.741,0.0,0.472,0.0,0.121,1.555,0.643,1.0,1.0,0.121,0.162,55.0,1.436,0.0,0.0,1.0,2
5092,17659.0,0.196,0.277,0.112,0.411,0.112,0.364,0.105,0.105,0.003,0.03,0.87,0.032,0.867,0.709,3.658,0.273,0.478,0.228,0.287,0.503,0.958,0.042,0.996,0.656,0.0,0.541,0.0,0.121,3.658,0.273,1.0,1.0,0.126,0.112,85.0,3.479,0.359,0.084,1.0,2
771,16275.0,0.196,0.203,0.19,0.215,0.19,0.2,0.189,0.189,0.004,0.03,0.639,0.03,0.638,0.966,1.128,0.887,0.915,0.837,0.941,0.933,0.993,0.007,1.0,0.741,0.0,0.53,0.0,0.121,1.128,0.887,1.0,1.0,0.122,0.19,63.333,1.063,0.0,0.0,1.0,2
1797,16457.0,0.196,0.219,0.154,0.279,0.154,0.263,0.147,0.147,0.003,0.03,0.689,0.031,0.687,0.896,1.816,0.551,0.704,0.495,0.558,0.802,0.98,0.02,0.998,0.706,0.0,0.556,0.0,0.121,1.816,0.551,1.0,1.0,0.124,0.154,68.0,1.793,0.204,0.148,1.0,2
4297,16923.0,0.196,0.209,0.158,0.253,0.158,0.241,0.156,0.156,0.003,0.03,0.658,0.03,0.658,0.937,1.603,0.624,0.774,0.599,0.646,0.879,0.998,0.002,1.0,0.754,0.0,0.568,0.0,0.121,1.603,0.624,1.0,1.0,0.121,0.158,87.5,1.548,0.256,0.118,1.0,2
2485,16582.0,0.196,0.236,0.149,0.303,0.149,0.268,0.143,0.143,0.004,0.03,0.743,0.033,0.725,0.83,2.029,0.493,0.648,0.42,0.534,0.689,0.92,0.08,0.976,0.668,0.0,0.561,0.536,0.121,2.029,0.493,1.0,1.0,0.131,0.149,85.0,1.872,0.0,0.0,1.0,2
3274,16706.0,0.196,0.234,0.138,0.317,0.138,0.29,0.134,0.134,0.003,0.03,0.735,0.031,0.735,0.838,2.286,0.437,0.62,0.384,0.462,0.703,0.988,0.012,0.999,0.69,0.0,0.367,0.0,0.121,2.286,0.437,1.0,1.0,0.122,0.138,68.0,2.164,0.271,0.111,1.0,2
299,16061.0,0.196,0.331,0.099,0.498,0.099,0.426,0.093,0.093,0.003,0.03,1.038,0.034,1.029,0.593,5.007,0.2,0.394,0.155,0.218,0.352,0.895,0.105,0.991,0.611,0.0,0.531,0.0,0.121,5.007,0.2,1.0,1.0,0.135,0.099,66.0,4.581,0.44,0.069,1.0,2
912,16301.0,0.196,0.234,0.128,0.323,0.128,0.303,0.125,0.125,0.003,0.03,0.736,0.03,0.736,0.837,2.526,0.396,0.606,0.368,0.411,0.701,1.0,0.0,1.0,0.729,0.0,0.534,0.0,0.121,2.526,0.396,1.0,1.0,0.121,0.128,85.0,2.43,0.265,0.114,1.0,2
2368,16564.0,0.196,0.248,0.149,0.343,0.149,0.301,0.135,0.135,0.004,0.03,0.779,0.032,0.777,0.791,2.309,0.433,0.571,0.327,0.448,0.626,0.958,0.042,0.998,0.592,0.0,0.503,0.0,0.121,2.309,0.433,1.0,1.0,0.126,0.149,70.0,2.23,0.25,0.121,1.0,2
1497,16405.0,0.196,0.22,0.142,0.284,0.142,0.27,0.139,0.139,0.003,0.03,0.691,0.03,0.691,0.892,2.0,0.5,0.691,0.478,0.516,0.795,0.997,0.003,1.0,0.751,0.0,0.489,0.0,0.121,2.0,0.5,1.0,1.0,0.121,0.142,55.0,1.938,0.0,0.0,1.0,2
4909,17241.0,0.196,0.27,0.114,0.388,0.114,0.351,0.109,0.109,0.003,0.03,0.847,0.031,0.84,0.727,3.401,0.294,0.506,0.256,0.311,0.529,0.972,0.028,0.992,0.683,0.0,0.544,0.0,0.121,3.401,0.294,1.0,1.0,0.124,0.114,85.0,3.212,0.339,0.089,1.0,2
1352,16379.0,0.196,0.242,0.188,0.358,0.097,0.365,0.095,0.173,0.003,0.03,0.759,0.032,0.75,0.811,3.671,0.272,0.548,0.3,0.261,0.658,0.934,0.066,0.987,0.866,0.0,0.58,0.0,0.121,1.904,0.525,1.928,0.519,0.129,0.143,87.5,3.83,0.324,0.077,1.0,2
3080,16671.0,0.196,0.228,0.139,0.304,0.139,0.296,0.128,0.128,0.003,0.03,0.716,0.03,0.716,0.86,2.183,0.458,0.646,0.417,0.434,0.739,0.99,0.01,0.999,0.715,0.0,0.504,0.0,0.121,2.183,0.458,1.0,1.0,0.122,0.139,65.0,2.303,0.0,0.0,1.0,2
4623,17055.0,0.196,0.271,0.113,0.374,0.113,0.377,0.106,0.106,0.003,0.03,0.85,0.031,0.85,0.724,3.308,0.302,0.524,0.274,0.281,0.524,0.963,0.037,0.999,0.712,0.0,0.636,0.34,0.121,3.308,0.302,1.0,1.0,0.125,0.113,70.0,3.564,0.314,0.096,1.0,2
3765,16790.0,0.196,0.222,0.166,0.269,0.166,0.244,0.161,0.161,0.004,0.03,0.699,0.032,0.695,0.881,1.623,0.616,0.729,0.532,0.661,0.776,0.954,0.046,0.994,0.678,0.0,0.585,0.0,0.121,1.623,0.616,1.0,1.0,0.127,0.166,63.333,1.514,0.0,0.0,1.0,2
3322,16718.0,0.196,0.23,0.137,0.293,0.137,0.294,0.133,0.133,0.003,0.03,0.724,0.031,0.722,0.85,2.148,0.465,0.668,0.446,0.452,0.723,0.965,0.035,0.997,0.753,0.0,0.6,0.0,0.121,2.148,0.465,1.0,1.0,0.125,0.137,66.0,2.215,0.0,0.0,1.0,2
3034,16664.0,0.196,0.265,0.122,0.37,0.122,0.364,0.108,0.108,0.003,0.03,0.833,0.032,0.829,0.739,3.043,0.329,0.53,0.281,0.296,0.547,0.939,0.061,0.995,0.671,0.0,0.533,1.5,0.121,3.043,0.329,1.0,1.0,0.128,0.122,92.5,3.383,0.349,0.087,1.0,2
3953,16831.0,0.196,0.224,0.149,0.295,0.149,0.263,0.145,0.145,0.003,0.03,0.704,0.031,0.703,0.874,1.975,0.506,0.664,0.441,0.549,0.764,0.982,0.018,0.998,0.683,0.0,0.496,0.0,0.121,1.975,0.506,1.0,1.0,0.123,0.149,68.0,1.82,0.0,0.0,1.0,2
401,16154.0,0.196,0.229,0.138,0.305,0.138,0.292,0.132,0.132,0.003,0.03,0.719,0.031,0.716,0.856,2.215,0.451,0.643,0.413,0.451,0.733,0.976,0.024,0.996,0.719,0.0,0.478,0.0,0.121,2.215,0.451,1.0,1.0,0.124,0.138,66.0,2.218,0.0,0.0,1.0,2
831,16289.0,0.196,0.261,0.134,0.36,0.134,0.321,0.121,0.121,0.003,0.03,0.82,0.032,0.817,0.75,2.691,0.372,0.543,0.295,0.376,0.563,0.942,0.058,0.996,0.624,0.0,0.569,0.0,0.121,2.691,0.372,1.0,1.0,0.128,0.134,70.0,2.662,0.304,0.099,1.0,2
1690,16446.0,0.196,0.251,0.137,0.355,0.137,0.309,0.124,0.124,0.003,0.03,0.788,0.031,0.785,0.781,2.593,0.386,0.552,0.304,0.403,0.61,0.968,0.032,0.997,0.62,0.0,0.551,0.0,0.12,2.593,0.386,1.0,1.0,0.124,0.137,84.0,2.483,0.235,0.128,1.0,2
762,16273.0,0.196,0.316,0.118,0.457,0.118,0.458,0.098,0.098,0.003,0.03,0.994,0.037,0.984,0.619,3.858,0.259,0.428,0.184,0.213,0.383,0.807,0.193,0.99,0.556,0.0,0.481,0.0,0.12,3.858,0.259,1.0,1.0,0.149,0.118,67.143,4.685,0.397,0.076,1.0,2
1798,16457.0,0.196,0.227,0.144,0.302,0.144,0.279,0.138,0.138,0.003,0.03,0.714,0.03,0.713,0.861,2.097,0.477,0.649,0.421,0.493,0.742,0.987,0.013,0.999,0.693,0.0,0.535,0.0,0.12,2.097,0.477,1.0,1.0,0.122,0.144,85.0,2.029,0.0,0.0,1.0,2
4919,17247.0,0.196,0.253,0.134,0.362,0.134,0.317,0.122,0.122,0.003,0.03,0.796,0.031,0.794,0.773,2.69,0.372,0.541,0.293,0.385,0.597,0.98,0.02,0.998,0.619,0.0,0.498,0.0,0.12,2.69,0.372,1.0,1.0,0.123,0.134,86.0,2.6,0.268,0.112,1.0,2
4793,17154.0,0.196,0.234,0.177,0.28,0.177,0.254,0.164,0.164,0.005,0.03,0.736,0.031,0.734,0.835,1.585,0.631,0.699,0.488,0.646,0.698,0.96,0.04,0.997,0.608,0.0,0.54,0.0,0.12,1.585,0.631,1.0,1.0,0.125,0.177,68.0,1.548,0.247,0.122,1.0,2
592,16240.0,0.196,0.215,0.166,0.26,0.166,0.243,0.16,0.16,0.004,0.03,0.675,0.03,0.675,0.91,1.568,0.638,0.752,0.565,0.659,0.828,0.987,0.013,0.999,0.696,0.0,0.503,0.0,0.12,1.568,0.638,1.0,1.0,0.122,0.166,70.0,1.518,0.0,0.0,1.0,2
1482,16403.0,0.196,0.21,0.164,0.252,0.164,0.243,0.155,0.155,0.004,0.03,0.66,0.03,0.66,0.931,1.531,0.653,0.777,0.604,0.636,0.866,0.995,0.005,1.0,0.726,0.0,0.571,0.0,0.12,1.531,0.653,1.0,1.0,0.121,0.164,66.0,1.573,0.0,0.0,1.0,2
2051,16487.0,0.196,0.257,0.167,0.315,0.167,0.3,0.145,0.145,0.005,0.03,0.807,0.036,0.777,0.761,1.879,0.532,0.622,0.386,0.482,0.579,0.828,0.172,0.963,0.57,0.0,0.516,0.0,0.12,1.879,0.532,1.0,1.0,0.145,0.167,78.333,2.074,0.293,0.102,1.0,2
4633,17060.0,0.196,0.23,0.162,0.285,0.162,0.269,0.152,0.152,0.004,0.03,0.723,0.031,0.722,0.85,1.765,0.567,0.685,0.47,0.566,0.722,0.979,0.021,0.999,0.651,0.0,0.478,0.0,0.12,1.765,0.567,1.0,1.0,0.123,0.162,51.429,1.767,0.0,0.0,0.466,2
842,16291.0,0.195,0.238,0.135,0.322,0.135,0.312,0.124,0.124,0.003,0.03,0.749,0.031,0.745,0.82,2.382,0.42,0.608,0.369,0.398,0.672,0.964,0.036,0.994,0.691,0.0,0.541,0.0,0.12,2.382,0.42,1.0,1.0,0.124,0.135,67.143,2.51,0.203,0.148,1.0,2
2276,16540.0,0.195,0.252,0.112,0.35,0.112,0.343,0.111,0.111,0.002,0.03,0.793,0.03,0.793,0.774,3.121,0.32,0.558,0.311,0.324,0.6,0.991,0.009,1.0,0.763,0.0,0.55,0.0,0.12,3.121,0.32,1.0,1.0,0.121,0.112,85.0,3.083,0.274,0.11,1.0,2
3024,16662.0,0.195,0.244,0.14,0.32,0.14,0.282,0.133,0.133,0.003,0.03,0.768,0.032,0.746,0.799,2.294,0.436,0.61,0.372,0.47,0.639,0.933,0.067,0.971,0.671,0.0,0.594,0.0,0.12,2.294,0.436,1.0,1.0,0.129,0.14,87.5,2.127,0.276,0.109,1.0,2
1778,16456.0,0.195,0.251,0.155,0.318,0.155,0.316,0.133,0.133,0.004,0.03,0.788,0.033,0.782,0.779,2.051,0.488,0.614,0.377,0.42,0.607,0.912,0.088,0.993,0.607,0.0,0.528,0.0,0.12,2.051,0.488,1.0,1.0,0.131,0.155,85.0,2.381,0.284,0.105,1.0,2
3634,16767.0,0.195,0.266,0.121,0.388,0.121,0.344,0.11,0.11,0.003,0.03,0.835,0.032,0.832,0.735,3.207,0.312,0.504,0.254,0.319,0.54,0.945,0.055,0.996,0.639,0.0,0.48,0.0,0.12,3.207,0.312,1.0,1.0,0.127,0.121,85.0,3.131,0.302,0.099,1.0,2
2894,16641.0,0.195,0.246,0.117,0.342,0.117,0.337,0.111,0.111,0.002,0.03,0.774,0.031,0.772,0.792,2.922,0.342,0.57,0.325,0.331,0.628,0.974,0.026,0.998,0.746,0.0,0.523,0.0,0.12,2.922,0.342,1.0,1.0,0.123,0.117,68.0,3.024,0.255,0.117,1.0,2
1759,16454.0,0.195,0.216,0.169,0.239,0.169,0.241,0.158,0.158,0.004,0.03,0.678,0.032,0.671,0.905,1.414,0.707,0.815,0.665,0.655,0.818,0.944,0.056,0.991,0.738,0.0,0.517,0.0,0.12,1.414,0.707,1.0,1.0,0.127,0.169,85.0,1.528,0.0,0.0,1.0,2
3998,16855.0,0.195,0.234,0.134,0.313,0.134,0.299,0.127,0.127,0.003,0.03,0.734,0.031,0.733,0.835,2.335,0.428,0.623,0.388,0.424,0.698,0.978,0.022,0.999,0.711,0.0,0.545,0.0,0.12,2.335,0.428,1.0,1.0,0.122,0.134,87.5,2.36,0.254,0.118,1.0,2
4158,16892.0,0.195,0.22,0.146,0.277,0.146,0.271,0.141,0.141,0.003,0.03,0.691,0.03,0.691,0.887,1.897,0.527,0.703,0.494,0.52,0.786,0.992,0.008,1.0,0.736,0.0,0.473,0.0,0.119,1.897,0.527,1.0,1.0,0.12,0.146,82.5,1.922,0.0,0.0,1.0,2
4034,16865.0,0.195,0.312,0.133,0.411,0.133,0.362,0.111,0.111,0.004,0.03,0.981,0.039,0.936,0.625,3.091,0.324,0.474,0.225,0.306,0.39,0.774,0.226,0.954,0.545,0.0,0.57,0.0,0.119,3.091,0.324,1.0,1.0,0.154,0.133,85.0,3.265,0.419,0.071,1.0,2
2962,16650.0,0.195,0.325,0.121,0.452,0.121,0.405,0.103,0.103,0.003,0.03,1.022,0.041,0.971,0.599,3.734,0.268,0.432,0.186,0.254,0.359,0.727,0.273,0.951,0.546,0.0,0.54,0.389,0.119,3.734,0.268,1.0,1.0,0.164,0.121,76.0,3.933,0.444,0.067,1.0,2
4727,17104.0,0.195,0.325,0.121,0.452,0.121,0.407,0.097,0.097,0.003,0.03,1.022,0.04,0.973,0.599,3.734,0.268,0.432,0.186,0.238,0.359,0.75,0.25,0.952,0.546,0.0,0.496,0.0,0.119,3.734,0.268,1.0,1.0,0.159,0.121,82.5,4.201,0.444,0.067,1.0,2
1854,16462.0,0.195,0.383,0.152,0.499,0.152,0.485,0.106,0.106,0.006,0.03,1.204,0.051,1.134,0.509,3.283,0.305,0.391,0.153,0.219,0.259,0.585,0.415,0.942,0.394,0.0,0.553,0.723,0.119,3.283,0.305,1.0,1.0,0.204,0.152,63.333,4.567,0.548,0.055,1.0,2
817,16286.0,0.195,0.402,0.102,0.584,0.102,0.536,0.079,0.079,0.003,0.03,1.263,0.041,1.201,0.485,5.73,0.175,0.334,0.112,0.147,0.235,0.727,0.273,0.951,0.502,0.0,0.567,0.0,0.119,5.73,0.175,1.0,1.0,0.164,0.102,113.333,6.799,0.58,0.051,1.0,2
2265,16537.0,0.195,0.294,0.134,0.402,0.134,0.328,0.119,0.119,0.004,0.03,0.922,0.036,0.892,0.664,3.005,0.333,0.485,0.235,0.363,0.441,0.828,0.172,0.968,0.555,0.0,0.596,0.0,0.119,3.005,0.333,1.0,1.0,0.144,0.134,85.0,2.757,0.383,0.078,1.0,2
3332,16721.0,0.195,0.235,0.156,0.3,0.156,0.284,0.139,0.139,0.004,0.03,0.738,0.032,0.73,0.83,1.916,0.522,0.651,0.423,0.49,0.689,0.942,0.058,0.99,0.637,0.0,0.603,0.0,0.119,1.916,0.522,1.0,1.0,0.127,0.156,85.0,2.039,0.225,0.132,1.0,2
4312,16930.0,0.195,0.217,0.191,0.24,0.191,0.227,0.173,0.173,0.005,0.03,0.68,0.031,0.676,0.9,1.258,0.795,0.811,0.658,0.764,0.81,0.962,0.038,0.994,0.65,0.0,0.577,0.0,0.119,1.258,0.795,1.0,1.0,0.124,0.191,68.0,1.309,0.0,0.0,1.0,2
3500,16749.0,0.195,0.249,0.135,0.333,0.135,0.323,0.122,0.122,0.003,0.03,0.781,0.033,0.77,0.783,2.474,0.404,0.586,0.343,0.378,0.614,0.898,0.102,0.985,0.666,0.0,0.525,0.0,0.119,2.474,0.404,1.0,1.0,0.133,0.135,62.857,2.648,0.263,0.113,1.0,2
248,16018.0,0.195,0.223,0.139,0.289,0.139,0.281,0.132,0.132,0.003,0.03,0.699,0.03,0.699,0.875,2.076,0.482,0.673,0.453,0.469,0.766,0.999,0.001,1.0,0.739,0.0,0.36,0.0,0.119,2.076,0.482,1.0,1.0,0.119,0.139,90.0,2.13,0.258,0.115,1.0,2
496,16208.0,0.195,0.283,0.107,0.415,0.107,0.384,0.1,0.1,0.002,0.03,0.889,0.031,0.886,0.688,3.883,0.258,0.469,0.22,0.262,0.474,0.965,0.035,0.997,0.671,0.0,0.422,0.0,0.119,3.883,0.258,1.0,1.0,0.123,0.107,78.0,3.823,0.357,0.083,1.0,2
3848,16801.0,0.195,0.266,0.147,0.341,0.145,0.311,0.13,0.144,0.004,0.03,0.837,0.035,0.795,0.73,2.36,0.424,0.57,0.325,0.416,0.533,0.85,0.15,0.95,0.603,0.0,0.596,0.0,0.119,2.32,0.431,1.018,0.983,0.14,0.146,115.0,2.401,0.308,0.098,1.0,2
2819,16631.0,0.195,0.3,0.094,0.433,0.094,0.416,0.09,0.09,0.002,0.03,0.943,0.031,0.925,0.648,4.61,0.217,0.449,0.202,0.216,0.42,0.947,0.053,0.98,0.731,0.0,0.521,0.0,0.119,4.61,0.217,1.0,1.0,0.125,0.094,113.333,4.635,0.376,0.079,1.0,2
3905,16813.0,0.195,0.245,0.192,0.276,0.192,0.244,0.17,0.17,0.005,0.03,0.769,0.035,0.735,0.795,1.438,0.695,0.705,0.496,0.698,0.631,0.839,0.161,0.956,0.561,0.0,0.63,0.391,0.119,1.438,0.695,1.0,1.0,0.142,0.192,74.286,1.434,0.239,0.125,1.0,2
4354,16944.0,0.195,0.247,0.118,0.333,0.118,0.346,0.11,0.11,0.002,0.03,0.776,0.032,0.773,0.788,2.818,0.355,0.583,0.34,0.316,0.621,0.938,0.062,0.997,0.753,0.0,0.54,0.0,0.119,2.818,0.355,1.0,1.0,0.127,0.118,87.5,3.16,0.21,0.141,1.0,2
5048,17590.0,0.194,0.237,0.18,0.338,0.1,0.31,0.099,0.173,0.003,0.03,0.746,0.031,0.737,0.819,3.381,0.296,0.576,0.331,0.319,0.671,0.949,0.051,0.988,0.88,0.0,0.575,0.57,0.119,1.876,0.533,1.803,0.555,0.125,0.14,87.5,3.135,0.25,0.122,1.0,2
4627,17057.0,0.194,0.266,0.116,0.374,0.116,0.345,0.111,0.111,0.003,0.03,0.835,0.031,0.831,0.731,3.234,0.309,0.519,0.27,0.32,0.535,0.956,0.044,0.995,0.685,0.0,0.517,0.0,0.119,3.234,0.309,1.0,1.0,0.124,0.116,85.0,3.121,0.296,0.1,1.0,2
3721,16784.0,0.194,0.208,0.162,0.245,0.162,0.238,0.155,0.155,0.003,0.03,0.654,0.03,0.653,0.934,1.512,0.662,0.794,0.631,0.651,0.873,0.987,0.013,0.999,0.749,0.0,0.549,0.0,0.119,1.512,0.662,1.0,1.0,0.12,0.162,66.0,1.536,0.0,0.0,1.0,2
4183,16896.0,0.194,0.212,0.147,0.259,0.147,0.255,0.145,0.145,0.003,0.03,0.666,0.03,0.666,0.916,1.765,0.567,0.749,0.561,0.568,0.839,0.993,0.007,1.0,0.777,0.0,0.383,0.0,0.119,1.765,0.567,1.0,1.0,0.119,0.147,85.0,1.761,0.0,0.0,1.0,2
1385,16390.0,0.194,0.228,0.152,0.286,0.152,0.277,0.14,0.14,0.003,0.03,0.715,0.031,0.712,0.854,1.882,0.531,0.68,0.462,0.504,0.729,0.943,0.057,0.996,0.683,0.0,0.554,0.0,0.119,1.882,0.531,1.0,1.0,0.126,0.152,68.0,1.982,0.263,0.113,1.0,2
2019,16482.0,0.194,0.234,0.149,0.319,0.149,0.273,0.138,0.138,0.004,0.03,0.734,0.031,0.725,0.83,2.145,0.466,0.608,0.37,0.506,0.69,0.959,0.041,0.988,0.623,0.0,0.49,0.0,0.118,2.145,0.466,1.0,1.0,0.123,0.149,68.0,1.978,0.0,0.0,1.0,2
3783,16792.0,0.194,0.268,0.135,0.369,0.135,0.354,0.116,0.116,0.004,0.03,0.842,0.034,0.837,0.724,2.726,0.367,0.526,0.277,0.327,0.524,0.882,0.118,0.994,0.592,0.0,0.567,0.0,0.118,2.726,0.367,1.0,1.0,0.134,0.135,87.5,3.063,0.308,0.096,1.0,2
3881,16807.0,0.194,0.21,0.147,0.268,0.147,0.254,0.145,0.145,0.003,0.03,0.661,0.03,0.661,0.922,1.822,0.549,0.725,0.526,0.57,0.851,1.0,0.0,1.0,0.752,0.0,0.539,0.754,0.118,1.822,0.549,1.0,1.0,0.118,0.147,85.0,1.754,0.0,0.0,1.0,2
1457,16399.0,0.194,0.224,0.187,0.301,0.096,0.292,0.092,0.175,0.003,0.03,0.705,0.03,0.703,0.865,3.135,0.319,0.645,0.416,0.315,0.748,0.977,0.023,0.997,1.025,0.0,0.587,0.341,0.118,1.605,0.623,1.953,0.512,0.121,0.142,87.5,3.18,0.233,0.082,1.0,2
4536,17015.0,0.194,0.277,0.106,0.405,0.106,0.381,0.1,0.1,0.002,0.03,0.87,0.03,0.87,0.7,3.805,0.263,0.479,0.23,0.262,0.49,0.98,0.02,0.999,0.687,0.0,0.549,0.0,0.118,3.805,0.263,1.0,1.0,0.12,0.106,85.0,3.819,0.35,0.084,1.0,2
2583,16604.0,0.194,0.217,0.14,0.274,0.14,0.262,0.136,0.136,0.003,0.03,0.681,0.03,0.68,0.895,1.956,0.511,0.708,0.501,0.52,0.8,0.985,0.015,0.999,0.77,0.0,0.485,0.0,0.118,1.956,0.511,1.0,1.0,0.12,0.14,74.0,1.924,0.289,0.102,1.0,2
1842,16461.0,0.194,0.234,0.133,0.324,0.133,0.299,0.126,0.126,0.003,0.03,0.734,0.03,0.733,0.83,2.443,0.409,0.598,0.358,0.421,0.688,0.982,0.018,0.998,0.687,0.0,0.565,0.0,0.118,2.443,0.409,1.0,1.0,0.12,0.133,66.0,2.378,0.246,0.12,1.0,2
1937,16472.0,0.194,0.328,0.09,0.491,0.09,0.462,0.085,0.085,0.002,0.03,1.03,0.032,1.027,0.591,5.472,0.183,0.395,0.156,0.184,0.35,0.925,0.075,0.997,0.671,0.0,0.562,0.0,0.118,5.472,0.183,1.0,1.0,0.128,0.09,68.0,5.424,0.438,0.067,1.0,2
766,16274.0,0.194,0.222,0.182,0.245,0.182,0.229,0.167,0.167,0.004,0.03,0.698,0.033,0.686,0.873,1.343,0.745,0.791,0.626,0.73,0.761,0.907,0.093,0.983,0.66,0.0,0.603,0.0,0.118,1.343,0.745,1.0,1.0,0.13,0.182,66.0,1.371,0.0,0.0,1.0,2
1726,16447.0,0.194,0.257,0.153,0.402,0.104,0.332,0.103,0.14,0.003,0.03,0.808,0.031,0.799,0.754,3.849,0.26,0.482,0.232,0.309,0.568,0.938,0.062,0.989,0.702,0.0,0.509,0.0,0.118,2.622,0.381,1.468,0.681,0.126,0.129,116.667,3.239,0.399,0.062,1.0,2
3203,16690.0,0.194,0.23,0.138,0.296,0.138,0.284,0.135,0.135,0.003,0.03,0.723,0.03,0.72,0.842,2.142,0.467,0.654,0.428,0.477,0.709,0.978,0.022,0.996,0.719,0.0,0.597,0.0,0.118,2.142,0.467,1.0,1.0,0.121,0.138,87.5,2.098,0.234,0.126,1.0,2
1307,16353.0,0.194,0.218,0.182,0.287,0.151,0.268,0.153,0.18,0.004,0.029,0.685,0.031,0.682,0.889,1.906,0.525,0.675,0.455,0.57,0.79,0.959,0.041,0.997,0.682,0.0,0.442,0.046,0.118,1.573,0.636,1.212,0.825,0.123,0.167,88.0,1.755,0.251,0.13,1.0,2
356,16132.0,0.194,0.257,0.174,0.331,0.174,0.261,0.157,0.157,0.005,0.029,0.809,0.034,0.788,0.752,1.904,0.525,0.585,0.342,0.601,0.566,0.874,0.126,0.974,0.512,0.0,0.547,0.0,0.118,1.904,0.525,1.0,1.0,0.135,0.174,82.0,1.664,0.28,0.105,1.0,2
3935,16820.0,0.194,0.213,0.166,0.256,0.166,0.236,0.162,0.162,0.004,0.029,0.67,0.03,0.668,0.908,1.537,0.651,0.757,0.573,0.687,0.824,0.98,0.02,0.997,0.691,0.0,0.549,0.0,0.118,1.537,0.651,1.0,1.0,0.12,0.166,68.0,1.456,0.0,0.0,1.0,2
4172,16895.0,0.194,0.289,0.104,0.419,0.104,0.392,0.097,0.097,0.002,0.029,0.907,0.032,0.892,0.671,4.04,0.248,0.462,0.214,0.247,0.45,0.925,0.075,0.984,0.678,0.0,0.53,0.0,0.118,4.04,0.248,1.0,1.0,0.127,0.104,66.0,4.049,0.36,0.082,1.0,2
932,16304.0,0.194,0.262,0.156,0.335,0.156,0.261,0.145,0.145,0.004,0.029,0.824,0.034,0.768,0.738,2.147,0.466,0.579,0.335,0.555,0.545,0.868,0.132,0.932,0.565,0.0,0.561,0.0,0.118,2.147,0.466,1.0,1.0,0.136,0.156,76.667,1.801,0.318,0.093,1.0,2
3537,16756.0,0.194,0.231,0.13,0.316,0.13,0.302,0.122,0.122,0.003,0.029,0.724,0.03,0.724,0.84,2.431,0.411,0.612,0.375,0.405,0.705,0.998,0.002,1.0,0.716,0.0,0.42,0.0,0.118,2.431,0.411,1.0,1.0,0.118,0.13,68.0,2.469,0.235,0.125,1.0,2
2135,16503.0,0.194,0.215,0.152,0.249,0.152,0.246,0.152,0.152,0.003,0.029,0.675,0.03,0.675,0.901,1.635,0.612,0.778,0.605,0.619,0.811,0.994,0.006,1.0,0.777,0.0,0.541,0.0,0.118,1.635,0.612,1.0,1.0,0.118,0.152,87.5,1.616,0.268,0.11,1.0,2
5007,17556.0,0.193,0.256,0.244,0.489,0.095,0.479,0.084,0.239,0.006,0.029,0.803,0.031,0.795,0.757,5.154,0.194,0.395,0.156,0.175,0.573,0.945,0.055,0.991,0.633,0.0,0.452,0.0,0.118,2.01,0.498,2.565,0.39,0.124,0.169,116.667,5.713,0.439,0.065,0.99,2
