Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd,label
307,16075.0,0.407,0.501,0.385,0.749,0.135,0.683,0.127,0.383,0.02,0.13,1.573,0.136,1.562,0.813,5.541,0.18,0.543,0.295,0.185,0.661,0.955,0.045,0.993,1.285,0.0,0.493,0.0,0.521,1.946,0.514,2.848,0.351,0.546,0.26,70.0,5.394,0.569,0.352,0.906,2
2683,16616.0,0.406,0.517,0.255,0.679,0.255,0.706,0.244,0.244,0.023,0.13,1.624,0.14,1.611,0.786,2.661,0.376,0.599,0.359,0.345,0.618,0.925,0.075,0.992,0.749,0.0,0.396,0.0,0.519,2.661,0.376,1.0,1.0,0.561,0.255,58.571,2.9,0.569,0.228,1.0,2
3029,16659.0,0.406,0.493,0.341,0.796,0.222,0.777,0.209,0.322,0.032,0.13,1.549,0.133,1.542,0.824,3.579,0.279,0.511,0.261,0.269,0.68,0.976,0.024,0.996,0.733,0.0,0.415,0.0,0.519,2.333,0.429,1.534,0.652,0.532,0.282,72.0,3.716,0.686,0.168,0.982,2
275,16032.0,0.405,0.841,0.377,1.319,0.117,1.354,0.097,0.321,0.03,0.129,2.643,0.172,2.574,0.482,11.293,0.089,0.307,0.094,0.072,0.232,0.751,0.249,0.974,0.838,0.0,0.55,0.114,0.517,3.501,0.286,3.225,0.31,0.688,0.247,65.0,13.948,1.313,0.088,0.959,2
113,10758.0,0.405,0.502,0.287,0.832,0.169,0.814,0.169,0.304,0.021,0.129,1.577,0.133,1.567,0.807,4.918,0.203,0.487,0.237,0.208,0.652,0.97,0.03,0.994,0.916,0.0,0.499,0.062,0.516,2.901,0.345,1.695,0.59,0.532,0.228,61.667,4.802,0.681,0.249,0.986,2
1409,16388.0,0.404,0.453,0.362,0.606,0.237,0.595,0.223,0.34,0.027,0.129,1.425,0.13,1.422,0.892,2.552,0.392,0.667,0.446,0.375,0.796,0.987,0.013,0.998,0.893,0.0,0.273,0.0,0.514,1.675,0.597,1.524,0.656,0.521,0.3,66.0,2.663,0.436,0.237,0.86,2
913,16297.0,0.404,0.561,0.415,0.763,0.149,0.737,0.13,0.403,0.025,0.129,1.763,0.15,1.694,0.721,5.123,0.195,0.53,0.281,0.177,0.519,0.856,0.144,0.961,1.131,0.0,0.584,0.528,0.514,1.84,0.543,2.784,0.359,0.601,0.282,71.111,5.653,0.769,0.181,0.913,2
2771,16614.0,0.403,0.554,0.387,1.065,0.205,1.043,0.183,0.361,0.044,0.128,1.74,0.143,1.685,0.728,5.191,0.193,0.379,0.143,0.175,0.53,0.89,0.11,0.969,0.584,0.0,0.496,0.0,0.51,2.748,0.364,1.889,0.529,0.574,0.296,85.0,5.701,0.945,0.187,0.921,2
125,11970.0,0.403,0.462,0.303,0.567,0.303,0.545,0.305,0.305,0.027,0.128,1.45,0.133,1.423,0.873,1.874,0.534,0.71,0.505,0.559,0.762,0.96,0.04,0.981,0.743,0.0,0.636,0.0,0.51,1.874,0.534,1.0,1.0,0.532,0.303,52.857,1.788,0.0,0.0,1.0,2
1221,16349.0,0.403,0.456,0.371,0.638,0.231,0.623,0.224,0.368,0.029,0.127,1.434,0.13,1.429,0.882,2.767,0.361,0.631,0.398,0.359,0.778,0.981,0.019,0.997,0.865,0.0,0.47,0.347,0.509,1.718,0.582,1.611,0.621,0.519,0.301,68.0,2.783,0.505,0.241,1.0,2
1504,16406.0,0.402,0.454,0.408,0.483,0.408,0.43,0.408,0.408,0.042,0.127,1.426,0.131,1.42,0.886,1.185,0.844,0.832,0.693,0.949,0.785,0.969,0.031,0.996,0.645,0.0,0.476,0.0,0.508,1.185,0.844,1.0,1.0,0.524,0.408,66.0,1.054,0.0,0.0,1.0,2
1251,16360.0,0.402,0.449,0.274,0.59,0.274,0.589,0.273,0.273,0.023,0.127,1.411,0.127,1.41,0.895,2.154,0.464,0.681,0.464,0.463,0.801,0.997,0.003,1.0,0.786,0.0,0.463,0.0,0.507,2.154,0.464,1.0,1.0,0.509,0.274,52.5,2.158,0.0,0.0,1.0,2
1568,16419.0,0.401,0.626,0.193,0.89,0.193,0.945,0.18,0.18,0.017,0.126,1.968,0.141,1.951,0.64,4.614,0.217,0.451,0.203,0.191,0.41,0.899,0.101,0.991,0.736,0.0,0.533,0.0,0.506,4.614,0.217,1.0,1.0,0.562,0.193,57.143,5.238,0.816,0.155,1.0,2
1320,16359.0,0.4,0.46,0.485,0.632,0.187,0.624,0.185,0.482,0.03,0.126,1.446,0.13,1.44,0.87,3.384,0.296,0.634,0.402,0.297,0.756,0.965,0.035,0.996,1.067,0.0,0.306,0.0,0.503,1.302,0.768,2.6,0.385,0.522,0.336,85.0,3.365,0.5,0.157,0.919,2
5041,17591.0,0.4,0.5,0.254,0.682,0.254,0.68,0.237,0.237,0.023,0.126,1.571,0.129,1.564,0.8,2.685,0.372,0.586,0.344,0.348,0.64,0.973,0.027,0.995,0.725,0.0,0.29,0.0,0.503,2.685,0.372,1.0,1.0,0.517,0.254,56.667,2.875,0.555,0.227,1.0,2
5067,17619.0,0.4,0.464,0.336,0.651,0.233,0.624,0.235,0.314,0.027,0.126,1.459,0.129,1.454,0.861,2.796,0.358,0.614,0.378,0.377,0.742,0.975,0.025,0.996,0.829,0.0,0.45,0.277,0.503,1.939,0.516,1.442,0.694,0.515,0.284,68.0,2.656,0.504,0.213,1.0,2
1779,16440.0,0.4,0.552,0.446,1.004,0.095,1.015,0.08,0.421,0.022,0.126,1.733,0.131,1.723,0.725,10.619,0.094,0.398,0.158,0.079,0.525,0.96,0.04,0.994,1.322,0.0,0.472,0.066,0.502,2.254,0.444,4.712,0.212,0.523,0.27,85.0,12.645,0.939,0.074,0.985,2
416,16158.0,0.4,0.513,0.233,0.747,0.209,0.738,0.212,0.232,0.019,0.125,1.612,0.128,1.608,0.779,3.577,0.28,0.535,0.286,0.287,0.607,0.979,0.021,0.998,0.804,0.0,0.327,0.0,0.502,3.206,0.312,1.116,0.896,0.512,0.221,58.571,3.482,0.61,0.22,1.0,2
39,6722.0,0.4,0.457,0.281,0.6,0.281,0.596,0.27,0.27,0.025,0.125,1.435,0.127,1.433,0.875,2.135,0.468,0.666,0.443,0.454,0.765,0.991,0.009,0.998,0.743,0.0,0.491,0.0,0.502,2.135,0.468,1.0,1.0,0.506,0.281,55.0,2.203,0.0,0.0,1.0,2
1338,16378.0,0.399,0.466,0.322,0.691,0.29,0.668,0.272,0.308,0.034,0.125,1.463,0.129,1.456,0.857,2.387,0.419,0.577,0.333,0.407,0.735,0.97,0.03,0.995,0.625,0.0,0.296,0.0,0.5,2.145,0.466,1.113,0.899,0.516,0.306,55.0,2.455,0.547,0.253,0.863,2
742,16268.0,0.399,0.482,0.321,0.772,0.308,0.693,0.3,0.312,0.04,0.125,1.516,0.133,1.505,0.827,2.504,0.399,0.517,0.267,0.432,0.684,0.938,0.062,0.993,0.526,0.0,0.274,0.0,0.5,2.402,0.416,1.042,0.959,0.533,0.315,66.0,2.312,0.679,0.216,1.0,2
3105,16664.0,0.397,0.522,0.345,0.833,0.087,0.756,0.085,0.31,0.013,0.124,1.639,0.133,1.616,0.762,9.527,0.105,0.477,0.228,0.113,0.58,0.934,0.066,0.986,1.703,0.0,0.564,0.022,0.496,2.412,0.415,3.95,0.253,0.531,0.216,116.667,8.848,0.738,0.212,0.973,2
1653,16438.0,0.396,0.464,0.296,0.587,0.296,0.576,0.287,0.287,0.027,0.123,1.457,0.129,1.447,0.853,1.98,0.505,0.674,0.454,0.498,0.727,0.954,0.046,0.993,0.707,0.0,0.278,0.0,0.492,1.98,0.505,1.0,1.0,0.515,0.296,56.667,2.008,0.441,0.279,1.0,2
1219,16352.0,0.395,0.654,0.265,1.089,0.155,1.075,0.141,0.243,0.023,0.122,2.054,0.142,2.03,0.604,7.04,0.142,0.363,0.131,0.131,0.364,0.865,0.135,0.988,0.727,0.0,0.49,0.0,0.489,4.107,0.243,1.714,0.583,0.566,0.21,55.556,7.649,1.025,0.106,0.968,2
118,11022.0,0.394,0.429,0.379,0.474,0.379,0.438,0.366,0.366,0.036,0.122,1.349,0.127,1.334,0.919,1.25,0.8,0.832,0.693,0.836,0.844,0.966,0.034,0.989,0.68,0.0,0.493,0.0,0.489,1.25,0.8,1.0,1.0,0.506,0.379,64.286,1.196,0.0,0.0,1.0,2
380,16133.0,0.394,0.506,0.409,0.769,0.169,0.733,0.154,0.41,0.028,0.122,1.588,0.127,1.574,0.779,4.549,0.22,0.512,0.262,0.21,0.607,0.963,0.037,0.991,0.937,0.0,0.495,0.152,0.487,1.882,0.531,2.418,0.414,0.506,0.289,68.0,4.761,0.685,0.117,0.979,2
1314,16372.0,0.393,0.47,0.346,0.663,0.251,0.608,0.233,0.347,0.03,0.121,1.475,0.128,1.462,0.838,2.64,0.379,0.593,0.352,0.383,0.701,0.951,0.049,0.991,0.729,0.0,0.309,0.0,0.486,1.915,0.522,1.379,0.725,0.511,0.299,62.857,2.609,0.564,0.171,1.0,2
1584,16421.0,0.392,0.689,0.274,1.092,0.109,1.064,0.081,0.229,0.017,0.121,2.165,0.141,2.112,0.569,10.027,0.1,0.359,0.129,0.076,0.324,0.86,0.14,0.975,1.018,0.0,0.571,1.362,0.484,3.979,0.251,2.52,0.397,0.562,0.192,70.0,13.104,0.993,0.15,0.986,2
5033,17587.0,0.392,0.432,0.393,0.459,0.393,0.428,0.383,0.383,0.037,0.121,1.356,0.124,1.349,0.908,1.169,0.856,0.853,0.728,0.895,0.825,0.973,0.027,0.995,0.669,0.0,0.313,0.0,0.483,1.169,0.856,1.0,1.0,0.496,0.393,64.286,1.117,0.0,0.0,0.785,2
3934,16805.0,0.39,0.502,0.323,0.79,0.138,0.749,0.124,0.322,0.018,0.12,1.576,0.125,1.554,0.778,5.718,0.175,0.494,0.244,0.165,0.606,0.954,0.046,0.986,1.096,0.0,0.49,0.139,0.479,2.443,0.409,2.34,0.427,0.502,0.231,78.571,6.067,0.778,0.158,0.983,2
2012,16472.0,0.39,0.488,0.249,0.785,0.196,0.806,0.2,0.254,0.02,0.12,1.533,0.121,1.53,0.8,4.004,0.25,0.497,0.247,0.248,0.64,0.986,0.014,0.998,0.778,0.0,0.462,0.0,0.478,3.154,0.317,1.27,0.788,0.485,0.222,68.0,4.038,0.694,0.22,1.0,2
834,16283.0,0.39,0.458,0.432,0.635,0.12,0.604,0.114,0.431,0.017,0.12,1.438,0.124,1.425,0.852,5.276,0.19,0.614,0.377,0.189,0.726,0.965,0.035,0.991,1.563,0.0,0.521,0.021,0.478,1.47,0.68,3.589,0.279,0.495,0.276,68.333,5.282,0.482,0.216,0.898,2
1499,16405.0,0.39,0.452,0.377,0.488,0.377,0.45,0.367,0.367,0.036,0.119,1.42,0.128,1.404,0.863,1.296,0.772,0.799,0.639,0.816,0.744,0.932,0.068,0.989,0.65,0.0,0.545,0.0,0.478,1.296,0.772,1.0,1.0,0.513,0.377,58.333,1.226,0.396,0.302,0.756,2
1244,16359.0,0.39,0.529,0.243,0.723,0.243,0.702,0.228,0.228,0.022,0.119,1.663,0.133,1.63,0.737,2.976,0.336,0.54,0.291,0.324,0.543,0.896,0.104,0.98,0.68,0.0,0.491,0.0,0.478,2.976,0.336,1.0,1.0,0.533,0.243,54.444,3.083,0.642,0.186,1.0,2
114,11018.0,0.39,0.428,0.362,0.457,0.362,0.458,0.34,0.34,0.031,0.119,1.344,0.126,1.323,0.911,1.262,0.792,0.852,0.726,0.744,0.83,0.945,0.055,0.984,0.72,0.0,0.561,0.0,0.477,1.262,0.792,1.0,1.0,0.505,0.362,52.5,1.345,0.0,0.0,0.95,2
4572,17016.0,0.389,0.432,0.466,0.631,0.224,0.605,0.214,0.472,0.035,0.119,1.356,0.121,1.352,0.902,2.812,0.356,0.617,0.381,0.353,0.814,0.982,0.018,0.997,0.841,0.0,0.446,0.108,0.476,1.353,0.739,2.077,0.481,0.485,0.345,66.0,2.833,0.511,0.166,0.919,2
409,16155.0,0.389,0.496,0.234,0.767,0.203,0.762,0.206,0.229,0.019,0.119,1.558,0.121,1.555,0.784,3.779,0.265,0.507,0.257,0.271,0.615,0.977,0.023,0.998,0.763,0.0,0.295,0.0,0.475,3.279,0.305,1.152,0.868,0.486,0.218,74.0,3.69,0.622,0.219,1.0,2
1175,16347.0,0.388,0.611,0.24,1.084,0.116,1.008,0.11,0.215,0.016,0.118,1.92,0.14,1.88,0.635,9.321,0.107,0.358,0.128,0.11,0.403,0.844,0.156,0.98,0.937,0.0,0.534,0.084,0.472,4.515,0.221,2.064,0.484,0.56,0.178,60.0,9.132,1.02,0.144,1.0,2
1591,16425.0,0.388,0.507,0.294,0.687,0.294,0.635,0.271,0.271,0.031,0.118,1.592,0.129,1.585,0.765,2.334,0.428,0.564,0.319,0.427,0.585,0.918,0.082,0.995,0.584,0.0,0.477,0.278,0.472,2.334,0.428,1.0,1.0,0.514,0.294,56.667,2.345,0.593,0.199,0.376,2
2670,16615.0,0.387,0.441,0.287,0.546,0.287,0.54,0.285,0.285,0.024,0.118,1.386,0.122,1.378,0.878,1.904,0.525,0.71,0.504,0.528,0.771,0.963,0.037,0.994,0.753,0.0,0.417,0.0,0.472,1.904,0.525,1.0,1.0,0.49,0.287,63.333,1.894,0.371,0.317,1.0,2
274,16042.0,0.387,0.464,0.268,0.639,0.268,0.6,0.251,0.251,0.024,0.117,1.458,0.12,1.453,0.833,2.385,0.419,0.605,0.366,0.419,0.694,0.976,0.024,0.997,0.686,0.0,0.306,0.0,0.47,2.385,0.419,1.0,1.0,0.481,0.268,55.0,2.389,0.495,0.237,1.0,2
3696,16778.0,0.385,0.51,0.241,0.838,0.201,0.844,0.198,0.235,0.021,0.117,1.603,0.12,1.596,0.755,4.164,0.24,0.46,0.212,0.234,0.57,0.969,0.031,0.996,0.692,0.0,0.355,0.0,0.466,3.478,0.288,1.197,0.835,0.481,0.221,51.0,4.265,0.718,0.178,0.857,2
898,16290.0,0.385,0.454,0.409,0.644,0.147,0.635,0.143,0.411,0.02,0.116,1.426,0.121,1.41,0.848,4.39,0.228,0.597,0.357,0.226,0.719,0.964,0.036,0.989,1.229,0.0,0.489,0.0,0.465,1.574,0.635,2.789,0.359,0.482,0.278,72.857,4.432,0.554,0.242,0.867,2
1903,16467.0,0.384,0.496,0.222,0.728,0.202,0.752,0.198,0.225,0.017,0.116,1.559,0.118,1.556,0.774,3.601,0.278,0.528,0.279,0.263,0.599,0.982,0.018,0.998,0.788,0.0,0.49,0.067,0.464,3.274,0.305,1.1,0.909,0.472,0.212,66.0,3.803,0.613,0.215,1.0,2
3237,16699.0,0.382,0.404,0.317,0.474,0.317,0.458,0.32,0.32,0.025,0.115,1.27,0.116,1.267,0.946,1.497,0.668,0.807,0.651,0.697,0.895,0.99,0.01,0.998,0.766,0.0,0.533,0.89,0.459,1.497,0.668,1.0,1.0,0.464,0.317,61.667,1.435,0.0,0.0,0.849,2
788,16279.0,0.382,0.423,0.287,0.517,0.287,0.528,0.279,0.279,0.022,0.115,1.328,0.117,1.322,0.905,1.801,0.555,0.74,0.547,0.529,0.818,0.983,0.017,0.996,0.774,0.0,0.312,0.0,0.459,1.801,0.555,1.0,1.0,0.467,0.287,70.0,1.891,0.0,0.0,1.0,2
429,16149.0,0.382,0.42,0.384,0.566,0.266,0.556,0.249,0.382,0.03,0.115,1.32,0.118,1.314,0.909,2.131,0.469,0.675,0.456,0.448,0.827,0.974,0.026,0.995,0.763,0.0,0.356,0.003,0.459,1.474,0.679,1.446,0.692,0.471,0.325,70.0,2.234,0.465,0.252,0.936,2
2627,16611.0,0.382,0.432,0.283,0.546,0.283,0.531,0.28,0.28,0.023,0.115,1.359,0.117,1.355,0.883,1.931,0.518,0.699,0.488,0.527,0.78,0.979,0.021,0.997,0.741,0.0,0.366,0.0,0.458,1.931,0.518,1.0,1.0,0.468,0.283,68.0,1.897,0.398,0.288,1.0,2
2773,16624.0,0.382,0.416,0.274,0.501,0.274,0.509,0.289,0.289,0.02,0.114,1.306,0.116,1.305,0.918,1.828,0.547,0.761,0.58,0.568,0.842,0.985,0.015,0.999,0.832,0.0,0.368,0.0,0.458,1.828,0.547,1.0,1.0,0.465,0.274,47.143,1.76,0.0,0.0,0.803,2
4870,17221.0,0.381,0.431,0.344,0.835,0.226,0.806,0.224,0.324,0.034,0.114,1.355,0.116,1.352,0.883,3.687,0.271,0.457,0.208,0.278,0.781,0.984,0.016,0.998,0.603,0.0,0.316,0.0,0.456,2.43,0.412,1.517,0.659,0.463,0.285,64.0,3.597,0.681,0.24,0.956,2
5043,17592.0,0.38,0.5,0.223,0.693,0.223,0.695,0.21,0.21,0.018,0.114,1.569,0.117,1.564,0.761,3.103,0.322,0.549,0.301,0.302,0.58,0.968,0.032,0.997,0.734,0.0,0.279,0.0,0.454,3.103,0.322,1.0,1.0,0.469,0.223,58.75,3.308,0.6,0.189,1.0,2
119,11023.0,0.38,0.441,0.264,0.568,0.264,0.562,0.259,0.259,0.021,0.114,1.385,0.118,1.369,0.863,2.153,0.465,0.669,0.447,0.46,0.744,0.961,0.039,0.989,0.757,0.0,0.543,0.0,0.454,2.153,0.465,1.0,1.0,0.473,0.264,56.667,2.175,0.0,0.0,1.0,2
655,16236.0,0.38,0.526,0.396,0.796,0.151,0.838,0.126,0.342,0.025,0.113,1.653,0.127,1.596,0.722,5.272,0.19,0.477,0.228,0.15,0.521,0.894,0.106,0.965,0.942,0.0,0.562,0.495,0.453,2.012,0.497,2.621,0.382,0.507,0.273,85.0,6.677,1.044,0.142,0.898,2
230,15980.0,0.379,0.41,0.429,0.56,0.095,0.523,0.088,0.433,0.012,0.113,1.288,0.115,1.279,0.926,5.866,0.17,0.678,0.46,0.168,0.857,0.979,0.021,0.993,2.118,0.0,0.5,0.0,0.452,1.306,0.766,4.493,0.223,0.462,0.262,85.0,5.95,0.395,0.091,0.95,2
195,15863.0,0.379,0.448,0.371,0.704,0.195,0.675,0.195,0.353,0.027,0.113,1.408,0.115,1.405,0.846,3.603,0.278,0.539,0.29,0.289,0.715,0.983,0.017,0.998,0.821,0.0,0.412,0.0,0.451,1.899,0.527,1.898,0.527,0.459,0.283,72.0,3.455,0.599,0.168,0.974,2
2700,16617.0,0.379,0.445,0.247,0.586,0.247,0.6,0.239,0.239,0.019,0.113,1.397,0.115,1.393,0.852,2.377,0.421,0.646,0.418,0.397,0.727,0.983,0.017,0.997,0.78,0.0,0.548,0.0,0.451,2.377,0.421,1.0,1.0,0.459,0.247,56.667,2.516,0.428,0.263,1.0,2
372,16143.0,0.378,0.526,0.289,0.711,0.289,0.616,0.261,0.261,0.031,0.112,1.653,0.126,1.611,0.719,2.463,0.406,0.531,0.282,0.424,0.516,0.891,0.109,0.974,0.546,0.0,0.579,1.192,0.449,2.463,0.406,1.0,1.0,0.504,0.289,55.0,2.356,0.629,0.179,1.0,2
960,16297.0,0.378,0.446,0.423,0.658,0.128,0.621,0.119,0.422,0.019,0.112,1.402,0.115,1.395,0.847,5.139,0.195,0.575,0.33,0.192,0.717,0.972,0.028,0.995,1.332,0.0,0.486,0.133,0.449,1.555,0.643,3.304,0.303,0.462,0.275,70.0,5.221,0.53,0.133,0.968,2
1448,16399.0,0.378,1.237,0.103,1.893,0.103,1.743,0.083,0.083,0.011,0.112,3.887,0.146,3.839,0.305,18.3,0.055,0.2,0.04,0.048,0.093,0.767,0.233,0.988,0.572,0.0,0.514,0.0,0.448,18.3,0.055,1.0,1.0,0.584,0.103,40.0,20.974,1.876,0.06,1.0,2
3767,16780.0,0.378,0.511,0.357,0.819,0.119,0.789,0.114,0.344,0.018,0.112,1.606,0.119,1.587,0.739,6.908,0.145,0.461,0.213,0.144,0.546,0.945,0.055,0.988,1.153,0.0,0.516,0.012,0.448,2.295,0.436,3.01,0.332,0.474,0.238,116.667,6.934,0.696,0.068,0.99,2
211,15931.0,0.378,0.431,0.428,0.574,0.147,0.564,0.133,0.447,0.019,0.112,1.355,0.119,1.341,0.876,3.912,0.256,0.658,0.433,0.236,0.767,0.942,0.058,0.99,1.33,0.0,0.328,0.037,0.448,1.34,0.746,2.92,0.343,0.476,0.288,66.0,4.233,0.515,0.106,0.821,2
3148,16680.0,0.377,0.423,0.308,0.497,0.308,0.472,0.318,0.318,0.025,0.112,1.328,0.115,1.322,0.893,1.614,0.619,0.759,0.576,0.675,0.798,0.972,0.028,0.996,0.73,0.0,0.46,0.0,0.447,1.614,0.619,1.0,1.0,0.461,0.308,68.0,1.481,0.398,0.281,1.0,2
3227,16687.0,0.377,0.535,0.36,0.831,0.14,0.761,0.134,0.331,0.022,0.112,1.682,0.118,1.674,0.705,5.944,0.168,0.454,0.206,0.176,0.496,0.95,0.05,0.995,0.961,0.0,0.487,0.0,0.447,2.311,0.433,2.571,0.389,0.471,0.25,70.0,5.672,0.706,0.153,0.932,2
110,10752.0,0.377,0.478,0.291,0.835,0.171,0.863,0.177,0.283,0.022,0.112,1.502,0.113,1.498,0.789,4.877,0.205,0.452,0.204,0.205,0.622,0.986,0.014,0.998,0.782,0.0,0.44,0.0,0.447,2.869,0.349,1.7,0.588,0.453,0.231,85.0,4.871,0.712,0.223,1.0,2
875,16294.0,0.376,0.424,0.366,0.587,0.161,0.565,0.156,0.354,0.018,0.111,1.333,0.113,1.33,0.887,3.657,0.273,0.641,0.411,0.277,0.788,0.984,0.016,0.998,1.181,0.0,0.491,0.656,0.445,1.606,0.623,2.278,0.439,0.452,0.263,60.0,3.616,0.398,0.142,0.88,2
153,13494.0,0.376,0.476,0.25,0.636,0.25,0.636,0.242,0.242,0.021,0.111,1.494,0.117,1.49,0.791,2.548,0.393,0.592,0.35,0.38,0.625,0.948,0.052,0.997,0.7,0.0,0.501,0.0,0.444,2.548,0.393,1.0,1.0,0.469,0.25,45.0,2.63,0.52,0.214,0.711,2
108,10750.0,0.375,0.429,0.265,0.518,0.265,0.517,0.277,0.277,0.019,0.111,1.347,0.116,1.335,0.876,1.959,0.51,0.724,0.524,0.535,0.767,0.957,0.043,0.991,0.807,0.0,0.474,0.0,0.443,1.959,0.51,1.0,1.0,0.463,0.265,66.667,1.869,0.0,0.0,1.0,2
219,15944.0,0.375,0.405,0.383,0.49,0.295,0.463,0.3,0.379,0.029,0.111,1.271,0.112,1.267,0.927,1.663,0.601,0.765,0.585,0.648,0.86,0.987,0.013,0.997,0.764,0.0,0.276,0.0,0.442,1.281,0.78,1.298,0.771,0.448,0.339,68.0,1.543,0.0,0.0,0.891,2
3068,16669.0,0.375,0.407,0.312,0.499,0.312,0.476,0.302,0.302,0.025,0.11,1.279,0.112,1.278,0.92,1.601,0.625,0.751,0.565,0.634,0.847,0.986,0.014,0.999,0.71,0.0,0.344,0.0,0.441,1.601,0.625,1.0,1.0,0.447,0.312,51.429,1.576,0.0,0.0,1.0,2
277,16043.0,0.375,0.429,0.255,0.524,0.255,0.536,0.267,0.267,0.018,0.11,1.347,0.113,1.344,0.874,2.057,0.486,0.715,0.511,0.497,0.763,0.977,0.023,0.998,0.825,0.0,0.332,0.0,0.441,2.057,0.486,1.0,1.0,0.451,0.255,86.0,2.011,0.0,0.0,1.0,2
1146,16347.0,0.374,0.457,0.37,0.618,0.168,0.569,0.157,0.354,0.02,0.11,1.435,0.116,1.423,0.819,3.686,0.271,0.606,0.367,0.275,0.671,0.952,0.048,0.992,1.063,0.0,0.392,0.0,0.44,1.668,0.6,2.21,0.452,0.462,0.269,57.5,3.634,0.54,0.115,1.0,2
2696,16617.0,0.374,0.479,0.219,0.64,0.219,0.676,0.213,0.213,0.016,0.11,1.506,0.116,1.501,0.78,2.927,0.342,0.585,0.342,0.314,0.608,0.95,0.05,0.997,0.785,0.0,0.401,0.0,0.439,2.927,0.342,1.0,1.0,0.463,0.219,41.111,3.183,0.517,0.212,0.862,2
985,16313.0,0.373,0.501,0.219,0.703,0.219,0.683,0.213,0.213,0.018,0.109,1.575,0.115,1.564,0.744,3.209,0.312,0.53,0.281,0.312,0.553,0.953,0.047,0.993,0.709,0.0,0.486,0.0,0.437,3.209,0.312,1.0,1.0,0.459,0.219,66.0,3.209,0.624,0.175,1.0,2
2782,16625.0,0.373,0.429,0.277,0.559,0.277,0.543,0.259,0.259,0.022,0.109,1.346,0.112,1.342,0.87,2.016,0.496,0.667,0.445,0.477,0.756,0.975,0.025,0.997,0.705,0.0,0.378,0.0,0.436,2.016,0.496,1.0,1.0,0.447,0.277,56.667,2.096,0.398,0.274,1.0,2
97,9848.0,0.372,0.484,0.234,0.676,0.234,0.654,0.221,0.221,0.019,0.109,1.521,0.112,1.514,0.769,2.891,0.346,0.551,0.304,0.337,0.591,0.974,0.026,0.995,0.69,0.0,0.525,0.0,0.436,2.891,0.346,1.0,1.0,0.447,0.234,68.0,2.964,0.574,0.19,1.0,2
1632,16434.0,0.372,0.626,0.16,0.947,0.16,0.923,0.152,0.152,0.013,0.109,1.967,0.113,1.959,0.594,5.932,0.169,0.393,0.154,0.165,0.353,0.966,0.034,0.996,0.719,0.0,0.491,0.0,0.435,5.932,0.169,1.0,1.0,0.45,0.16,52.857,6.063,0.867,0.125,1.0,2
3032,16649.0,0.372,0.413,0.379,0.563,0.231,0.541,0.208,0.381,0.026,0.109,1.296,0.112,1.29,0.902,2.439,0.41,0.661,0.437,0.385,0.813,0.971,0.029,0.995,0.837,0.0,0.285,0.0,0.435,1.485,0.673,1.643,0.609,0.448,0.305,77.143,2.598,0.423,0.253,0.895,2
1188,16353.0,0.372,0.532,0.222,0.778,0.222,0.71,0.207,0.207,0.02,0.109,1.671,0.115,1.662,0.699,3.5,0.286,0.478,0.228,0.291,0.489,0.949,0.051,0.995,0.628,0.0,0.485,0.273,0.435,3.5,0.286,1.0,1.0,0.458,0.222,56.25,3.433,0.652,0.167,0.578,2
3102,16674.0,0.372,0.396,0.334,0.438,0.334,0.428,0.332,0.332,0.026,0.109,1.244,0.11,1.242,0.94,1.309,0.764,0.85,0.722,0.776,0.883,0.984,0.016,0.998,0.742,0.0,0.428,0.0,0.435,1.309,0.764,1.0,1.0,0.442,0.334,55.0,1.289,0.0,0.0,1.0,2
2592,16606.0,0.371,0.492,0.27,0.668,0.27,0.644,0.247,0.247,0.026,0.108,1.547,0.121,1.531,0.754,2.473,0.404,0.556,0.309,0.384,0.569,0.897,0.103,0.99,0.6,0.0,0.458,0.0,0.433,2.473,0.404,1.0,1.0,0.483,0.27,55.714,2.603,0.556,0.195,1.0,2
4474,16992.0,0.371,0.406,0.332,0.492,0.255,0.501,0.25,0.332,0.022,0.108,1.276,0.112,1.27,0.914,1.929,0.518,0.755,0.57,0.498,0.835,0.967,0.033,0.995,0.864,0.0,0.287,0.0,0.433,1.483,0.674,1.301,0.769,0.448,0.293,68.0,2.007,0.0,0.0,0.997,2
3406,16728.0,0.371,0.771,0.241,1.35,0.088,1.286,0.06,0.23,0.015,0.108,2.423,0.124,2.39,0.481,15.33,0.065,0.275,0.075,0.046,0.231,0.87,0.13,0.986,0.908,0.0,0.536,0.079,0.432,5.606,0.178,2.735,0.366,0.497,0.165,85.0,21.562,1.358,0.045,1.0,2
3073,16670.0,0.371,0.408,0.307,0.509,0.307,0.468,0.301,0.301,0.025,0.108,1.28,0.11,1.278,0.91,1.66,0.603,0.729,0.531,0.644,0.829,0.98,0.02,0.998,0.692,0.0,0.375,0.0,0.432,1.66,0.603,1.0,1.0,0.441,0.307,47.143,1.553,0.0,0.0,1.0,2
